x,K_baseline,K_windowed
1.6900000000000004,2.397760299241e-01,6.218096779754e-02
1.7000000000000002,2.357460765559e-01,6.060310451308e-02
1.71,2.317606780197e-01,5.906084911693e-02
1.7199999999999998,2.278198713980e-01,5.755352450435e-02
1.7300000000000004,2.239236798811e-01,5.608046279174e-02
1.7400000000000002,2.200721129948e-01,5.464100531205e-02
1.75,2.162651668299e-01,5.323450260428e-02
1.7599999999999998,2.125028242750e-01,5.186031439746e-02
1.7699999999999996,2.087850552518e-01,5.051780958933e-02
1.7800000000000002,2.051118169521e-01,4.920636622015e-02
1.79,2.014830540781e-01,4.792537144171e-02
1.7999999999999998,1.978986990836e-01,4.667422148198e-02
1.8099999999999996,1.943586724178e-01,4.545232160561e-02
1.8200000000000003,1.908628827699e-01,4.425908607037e-02
1.83,1.874112273162e-01,4.309393808003e-02
1.8399999999999999,1.840035919677e-01,4.195630973361e-02
1.8499999999999996,1.806398516189e-01,4.084564197149e-02
1.8600000000000003,1.773198703978e-01,3.976138451830e-02
1.87,1.740435019166e-01,3.870299582304e-02
1.88,1.708105895231e-01,3.766994299644e-02
1.8899999999999997,1.676209665519e-01,3.666170174578e-02
1.9000000000000004,1.644744565772e-01,3.567775630741e-02
1.9100000000000001,1.613708736642e-01,3.471759937699e-02
1.92,1.583100226219e-01,3.378073203780e-02
1.9299999999999997,1.552916992548e-01,3.286666368701e-02
1.9400000000000004,1.523156906142e-01,3.197491196033e-02
1.9500000000000002,1.493817752504e-01,3.110500265495e-02
1.96,1.464897234624e-01,3.025646965102e-02
1.9699999999999998,1.436392975481e-01,2.942885483172e-02
1.9800000000000004,1.408302520538e-01,2.862170800216e-02
1.9900000000000002,1.380623340216e-01,2.783458680704e-02
2.0,1.353352832366e-01,2.706705664732e-02
2.01,1.326488324727e-01,2.631869059596e-02
2.0199999999999996,1.300027077367e-01,2.558906931278e-02
2.0300000000000002,1.273966285111e-01,2.487778095865e-02
2.04,1.248303079958e-01,2.418442110893e-02
2.05,1.223034533469e-01,2.350859266639e-02
2.0599999999999996,1.198157659148e-01,2.284990577366e-02
2.0700000000000003,1.173669414798e-01,2.220797772517e-02
2.08,1.149566704860e-01,2.158243287887e-02
2.09,1.125846382729e-01,2.097290256756e-02
2.0999999999999996,1.102505253045e-01,2.037902501007e-02
2.1100000000000003,1.079540073966e-01,1.980044522231e-02
2.12,1.056947559415e-01,1.923681492820e-02
2.13,1.034724381301e-01,1.868779247054e-02
2.1399999999999997,1.012867171717e-01,1.815304272201e-02
2.1500000000000004,9.913725251075e-02,1.763223699613e-02
2.16,9.702370004129e-02,1.712505295843e-02
2.17,9.494571231849e-02,1.663117453774e-02
2.1799999999999997,9.290293876726e-02,1.615029183771e-02
2.1900000000000004,9.089502588800e-02,1.568210104864e-02
2.2,8.892161745939e-02,1.522630435948e-02
2.21,8.698235473814e-02,1.478260987035e-02
2.2199999999999998,8.507687665568e-02,1.435073150524e-02
2.2300000000000004,8.320482001171e-02,1.393038892526e-02
2.24,8.136581966453e-02,1.352130744226e-02
2.25,7.955950871823e-02,1.312321793290e-02
2.26,7.778551870657e-02,1.273585675332e-02
2.2699999999999996,7.604347977358e-02,1.235896565418e-02
2.2800000000000002,7.433302085079e-02,1.199229169637e-02
2.29,7.265376983117e-02,1.163558716727e-02
2.3,7.100535373964e-02,1.128860949756e-02
2.3099999999999996,6.938739890012e-02,1.095112117866e-02
2.3200000000000003,6.779953109925e-02,1.062288968088e-02
2.33,6.624137574656e-02,1.030368737211e-02
2.34,6.471255803123e-02,9.993291437276e-03
2.3499999999999996,6.321270307529e-02,9.691483798434e-03
2.3600000000000003,6.174143608343e-02,9.398051035593e-03
2.37,6.029838248921e-02,9.112784308242e-03
2.38,5.888316809781e-02,8.835479277626e-03
2.3899999999999997,5.749541922526e-02,8.565936029746e-03
2.4000000000000004,5.613476283413e-02,8.303958999132e-03
2.41,5.480082666578e-02,8.049356893374e-03
2.42,5.349323936899e-02,7.801942618427e-03
2.4299999999999997,5.221163062519e-02,7.561533204709e-03
2.4400000000000004,5.095563127019e-02,7.327949733979e-03
2.45,4.972487341235e-02,7.101017267026e-03
2.46,4.851899054735e-02,6.880564772159e-03
2.4699999999999998,4.733761766954e-02,6.666425054505e-03
2.4800000000000004,4.618039137973e-02,6.458434686134e-03
2.49,4.504694998975e-02,6.256433936994e-03
2.5,4.393693362341e-02,6.060266706677e-03
2.51,4.284998431426e-02,5.869780457016e-03
2.5199999999999996,4.178574609993e-02,5.684826145506e-03
2.5300000000000002,4.074386511313e-02,5.505258159566e-03
2.54,3.972398966942e-02,5.330934251626e-03
2.55,3.872577035166e-02,5.161715475064e-03
2.5599999999999996,3.774886009130e-02,4.997466120962e-03
2.5700000000000003,3.679291424637e-02,4.838053655718e-03
2.58,3.585759067641e-02,4.683348659476e-03
2.59,3.494254981425e-02,4.533224765409e-03
2.5999999999999996,3.404745473460e-02,4.387558599820e-03
2.6100000000000003,3.317197121976e-02,4.246229723091e-03
2.62,3.231576782216e-02,4.109120571456e-03
2.63,3.147851592401e-02,3.976116399602e-03
2.6399999999999997,3.065988979401e-02,3.847105224103e-03
2.6500000000000004,2.985956664112e-02,3.721977767668e-03
2.66,2.907722666555e-02,3.600627404223e-03
2.67,2.831255310691e-02,3.482950104800e-03
2.6799999999999997,2.756523228959e-02,3.368844384239e-03
2.6900000000000004,2.683495366548e-02,3.258211248707e-03
2.7,2.612140985392e-02,3.150954144019e-03
2.71,2.542429667916e-02,3.046978904754e-03
2.7199999999999998,2.474331320515e-02,2.946193704176e-03
2.7300000000000004,2.407816176785e-02,2.848509004939e-03
2.74,2.342854800501e-02,2.753837510580e-03
2.75,2.279418088361e-02,2.662094117794e-03
2.76,2.217477272486e-02,2.573195869483e-03
2.7699999999999996,2.157003922683e-02,2.487061908569e-03
2.7800000000000002,2.097969948493e-02,2.403613432579e-03
2.79,2.040347601000e-02,2.322773648980e-03
2.8,1.984109474437e-02,2.244467731264e-03
2.8099999999999996,1.929228507566e-02,2.168622775785e-03
2.8200000000000003,1.875677984858e-02,2.095167759325e-03
2.83,1.823431537470e-02,2.024033497397e-03
2.84,1.772463144018e-02,1.955152603267e-03
2.8499999999999996,1.722747131164e-02,1.888459447699e-03
2.8600000000000003,1.674258174010e-02,1.823890119406e-03
2.87,1.626971296314e-02,1.761382386206e-03
2.88,1.580861870524e-02,1.700875656873e-03
2.8899999999999997,1.535905617639e-02,1.642310943680e-03
2.9000000000000004,1.492078606907e-02,1.585630825618e-03
2.91,1.449357255353e-02,1.530779412293e-03
2.92,1.407718327157e-02,1.477702308487e-03
2.9299999999999997,1.367138932872e-02,1.426346579382e-03
2.9400000000000004,1.327596528496e-02,1.376660716429e-03
2.95,1.289068914400e-02,1.328594603865e-03
2.96,1.251534234122e-02,1.282099485865e-03
2.9699999999999998,1.214970973019e-02,1.237127934323e-03
2.9800000000000004,1.179357956795e-02,1.193633817249e-03
2.99,1.144674349902e-02,1.151572267786e-03
3.0,1.110899653824e-02,1.110899653824e-03
3.01,1.078013705242e-02,1.071573548217e-03
3.0199999999999996,1.045996674087e-02,1.033552699584e-03
3.0299999999999994,1.014829061492e-02,9.967970036956e-04
3.039999999999999,9.844916976392e-03,9.612674754328e-04
3.0500000000000007,9.549657395020e-03,9.269262213075e-04
3.0600000000000005,9.262326685055e-03,8.937364125454e-04
3.0700000000000003,8.982742880891e-03,8.616622587162e-04
3.08,8.710727211862e-03,8.306689819063e-04
3.09,8.446104076226e-03,8.007227914246e-04
3.0999999999999996,8.188701014374e-03,7.717908590362e-04
3.1099999999999994,7.938348681301e-03,7.438412947125e-04
3.119999999999999,7.694880818387e-03,7.168431228935e-04
3.130000000000001,7.458134224516e-03,6.907662592518e-04
3.1400000000000006,7.227948726572e-03,6.655814879528e-04
3.1500000000000004,7.004167149362e-03,6.412604394015e-04
3.16,6.786635284975e-03,6.177755684692e-04
3.17,6.575201861637e-03,5.951001331930e-04
3.1799999999999997,6.369718512085e-03,5.732081739395e-04
3.1899999999999995,6.170039741498e-03,5.520744930251e-04
3.1999999999999993,5.976022895006e-03,5.316746347870e-04
3.210000000000001,5.787528124828e-03,5.119848660954e-04
3.2200000000000006,5.604418357058e-03,4.929821573008e-04
3.2300000000000004,5.426559258128e-03,4.746441636092e-04
3.24,5.253819200985e-03,4.569492068767e-04
3.25,5.086069231013e-03,4.398762578173e-04
3.26,4.923183031711e-03,4.234049186170e-04
3.2699999999999996,4.765036890182e-03,4.075154059456e-04
3.2799999999999994,4.611509662433e-03,3.921885343612e-04
3.289999999999999,4.462482738532e-03,3.774057000983e-04
3.3000000000000007,4.317840007633e-03,3.631488652341e-04
3.3100000000000005,4.177467822908e-03,3.494005422260e-04
3.3200000000000003,4.041254966395e-03,3.361437788124e-04
3.33,3.909092613795e-03,3.233621432715e-04
3.34,3.780874299241e-03,3.110397100300e-04
3.3499999999999996,3.656495880053e-03,2.991610456169e-04
3.3599999999999994,3.535855501508e-03,2.877111949541e-04
3.369999999999999,3.418853561639e-03,2.766756679782e-04
3.380000000000001,3.305392676093e-03,2.660404265874e-04
3.3900000000000006,3.195377643049e-03,2.557918719070e-04
3.4000000000000004,3.088715408237e-03,2.459168318660e-04
3.41,2.985315030053e-03,2.364025490813e-04
3.42,2.885087644810e-03,2.272366690408e-04
3.4299999999999997,2.787946432116e-03,2.184072285812e-04
3.4399999999999995,2.693806580421e-03,2.099026446532e-04
3.4499999999999993,2.602585252725e-03,2.017117033695e-04
3.460000000000001,2.514201552478e-03,1.938235493291e-04
3.4700000000000006,2.428576489674e-03,1.862276752121e-04
3.4800000000000004,2.345632947167e-03,1.789139116401e-04
3.49,2.265295647200e-03,1.718724172958e-04
3.5,2.187491118183e-03,1.650936692968e-04
3.51,2.112147661709e-03,1.585684538186e-04
3.5199999999999996,2.039195319842e-03,1.522878569604e-04
3.5299999999999994,1.968565842663e-03,1.462432558494e-04
3.539999999999999,1.900192656105e-03,1.404263099785e-04
3.5500000000000007,1.834010830073e-03,1.348289527714e-04
3.5600000000000005,1.769957046863e-03,1.294433833711e-04
3.5700000000000003,1.707969569887e-03,1.242620586462e-04
3.58,1.647988212714e-03,1.192776854111e-04
3.59,1.589954308429e-03,1.144832128534e-04
3.5999999999999996,1.533810679324e-03,1.098718251665e-04
3.6099999999999994,1.479501606921e-03,1.054369343806e-04
3.619999999999999,1.426972802335e-03,1.011721733881e-04
3.630000000000001,1.376171376983e-03,9.707138916007e-05
3.6400000000000006,1.327045813651e-03,9.312863614772e-05
3.6500000000000004,1.279545937900e-03,8.933816986559e-05
3.66,1.233622889852e-03,8.569444065213e-05
3.67,1.189229096322e-03,8.219208760324e-05
3.6799999999999997,1.146318243330e-03,7.882593267480e-05
3.6899999999999995,1.104845248971e-03,7.559097495029e-05
3.6999999999999993,1.064766236668e-03,7.248238506929e-05
3.710000000000001,1.026038508794e-03,6.949549981335e-05
3.7200000000000006,9.886205206735e-04,6.662581684505e-05
3.7300000000000004,9.524718549585e-04,6.386898959682e-05
3.74,9.175531963897e-04,6.122082230575e-05
3.75,8.838263069350e-04,5.867726519071e-05
3.76,8.512540013105e-04,5.623440976842e-05
3.7699999999999996,8.198001228831e-04,5.388848430497e-05
3.7799999999999994,7.894295199562e-04,5.163584939929e-05
3.789999999999999,7.601080224359e-04,4.947299369543e-05
3.8000000000000007,7.318024188805e-04,4.739652972024e-05
3.8100000000000005,7.044804339294e-04,4.540318984341e-05
3.8200000000000003,6.781107061134e-04,4.348982235662e-05
3.83,6.526627660434e-04,4.165338766878e-05
3.84,6.281070149765e-04,3.989095461440e-05
3.8499999999999996,6.044147037596e-04,3.819969687215e-05
3.8599999999999994,5.815579121458e-04,3.657688949067e-05
3.869999999999999,5.595095284849e-04,3.501990551890e-05
3.880000000000001,5.382432297833e-04,3.352621273814e-05
3.8900000000000006,5.177334621324e-04,3.209337049314e-05
3.9000000000000004,4.979554215033e-04,3.071902661957e-05
3.91,4.788850349037e-04,2.940091446539e-05
3.92,4.604989418961e-04,2.813685000342e-05
3.9299999999999997,4.427744764727e-04,2.692472903287e-05
3.9399999999999995,4.256896492858e-04,2.576252446717e-05
3.9499999999999993,4.092231302282e-04,2.464828370596e-05
3.960000000000001,3.933542313631e-04,2.358012608881e-05
3.9700000000000006,3.780628901974e-04,2.255624042846e-05
3.9800000000000004,3.633296532973e-04,2.157488262139e-05
3.99,3.491356602404e-04,2.063437333351e-05
4.0,3.354626279025e-04,1.973309575897e-05
4.01,3.222928350744e-04,1.886949344994e-05
4.02,3.096091074046e-04,1.804206821546e-05
4.029999999999999,2.973948026646e-04,1.724937808726e-05
4.039999999999999,2.856337963331e-04,1.649003535084e-05
4.050000000000001,2.743104674934e-04,1.576270463976e-05
4.0600000000000005,2.634096850418e-04,1.506610109141e-05
4.07,2.529167942021e-04,1.439898856254e-05
4.08,2.428176033416e-04,1.376017790267e-05
4.09,2.330983710848e-04,1.314852528386e-05
4.1,2.237457937206e-04,1.256293058510e-05
4.109999999999999,2.147469928983e-04,1.200233582968e-05
4.119999999999999,2.060895036083e-04,1.146572367413e-05
4.130000000000001,1.977612624435e-04,1.095211594701e-05
4.140000000000001,1.897505961363e-04,1.046057223623e-05
4.15,1.820462103670e-04,9.990188523364e-06
4.16,1.746371788398e-04,9.540095863549e-06
4.17,1.675129326213e-04,9.109459109645e-06
4.18,1.606632497378e-04,8.697475679273e-06
4.1899999999999995,1.540782450256e-04,8.303374363450e-06
4.199999999999999,1.477483602320e-04,7.926414175538e-06
4.210000000000001,1.416643543608e-04,7.565883239292e-06
4.220000000000001,1.358172942588e-04,7.221097714785e-06
4.23,1.301985454384e-04,6.891400761050e-06
4.24,1.247997631334e-04,6.576161534306e-06
4.25,1.196128835810e-04,6.274774220644e-06
4.26,1.146301155285e-04,5.986657102115e-06
4.27,1.098439319584e-04,5.711251655155e-06
4.279999999999999,1.052470620295e-04,5.448021680343e-06
4.289999999999999,1.008324832274e-04,5.196452462488e-06
4.300000000000001,9.659341372218e-05,4.956049960092e-06
4.3100000000000005,9.252330492903e-05,4.726340023244e-06
4.32,8.861583426605e-05,4.506867639050e-06
4.33,8.486489810697e-05,4.297196203686e-06
4.34,8.126460492378e-05,4.096906820251e-06
4.35,7.780926861554e-05,3.905597621560e-06
4.359999999999999,7.449340201931e-05,3.722883117069e-06
4.369999999999999,7.131171059938e-05,3.548393563156e-06
4.380000000000001,6.825908631091e-05,3.381774355983e-06
4.390000000000001,6.533060163403e-05,3.222685446206e-06
4.4,6.252150377482e-05,3.070800774795e-06
4.41,5.982720902924e-05,2.925807729287e-06
4.42,5.724329730649e-05,2.787406619782e-06
4.43,5.476550680798e-05,2.655310174012e-06
4.4399999999999995,5.238972885857e-05,2.529243050873e-06
4.449999999999999,5.011200288625e-05,2.408941371770e-06
4.460000000000001,4.792851154703e-05,2.294152269191e-06
4.470000000000001,4.583557599146e-05,2.184633451924e-06
4.48,4.382965126946e-05,2.080152786348e-06
4.49,4.190732187008e-05,1.980487893256e-06
4.5,4.006529739295e-05,1.885425759668e-06
4.51,3.830040834826e-05,1.794762365137e-06
4.52,3.660960208193e-05,1.708302322025e-06
4.529999999999999,3.498993882300e-05,1.625858529290e-06
4.539999999999999,3.343858785018e-05,1.547251839299e-06
4.550000000000001,3.195282377442e-05,1.472310737216e-06
4.5600000000000005,3.053002293468e-05,1.400871032536e-06
4.57,2.916765990392e-05,1.332775562325e-06
4.58,2.786330410252e-05,1.267873905759e-06
4.59,2.661461651626e-05,1.206022109573e-06
4.6,2.541934651620e-05,1.147082424016e-06
4.609999999999999,2.427532877765e-05,1.090923048955e-06
4.619999999999999,2.318048029580e-05,1.037417889753e-06
4.630000000000001,2.213279749514e-05,9.864463225820e-07
4.640000000000001,2.113035343044e-05,9.378929688251e-07
4.65,2.017129507656e-05,8.916474782433e-07
4.66,1.925384070478e-05,8.476043205893e-07
4.67,1.837627734330e-05,8.056625853635e-07
4.68,1.753695831946e-05,7.657257894134e-07
4.6899999999999995,1.673430088155e-05,7.277016920932e-07
4.699999999999999,1.596678389780e-05,6.915021177048e-07
4.710000000000001,1.523294563062e-05,6.570427849527e-07
4.720000000000001,1.453138158363e-05,6.242431431555e-07
4.73,1.386074241973e-05,5.930262149639e-07
4.74,1.321973194793e-05,5.633184453428e-07
4.75,1.260710517705e-05,5.350495565856e-07
4.76,1.202166643437e-05,5.081524091357e-07
4.77,1.146226754723e-05,4.825628679964e-07
4.779999999999999,1.092780608584e-05,4.582196745209e-07
4.789999999999999,1.041722366541e-05,4.350643233787e-07
4.800000000000001,9.929504305851e-06,4.130409445030e-07
4.8100000000000005,9.463672847366e-06,3.920961898304e-07
4.82,9.018793420193e-06,3.721791246510e-07
4.83,8.593967966883e-06,3.532411233916e-07
4.84,8.188334815518e-06,3.352357696645e-07
4.85,7.801067302311e-06,3.181187604164e-07
4.859999999999999,7.431372442054e-06,3.018478140203e-07
4.869999999999999,7.078489644954e-06,2.863825821585e-07
4.880000000000001,6.741689478401e-06,2.716845653492e-07
4.890000000000001,6.420272472266e-06,2.577170319751e-07
4.9,6.113567966371e-06,2.444449406786e-07
4.91,5.820932998782e-06,2.318348659907e-07
4.92,5.541751233647e-06,2.198549270680e-07
4.93,5.275431927309e-06,2.084747194144e-07
4.9399999999999995,5.021408931469e-06,1.976652494713e-07
4.949999999999999,4.779139732205e-06,1.873988719618e-07
4.960000000000001,4.548104523683e-06,1.776492298795e-07
4.970000000000001,4.327805315445e-06,1.683911970182e-07
4.98,4.117765072160e-06,1.596008229392e-07
4.99,3.917526884783e-06,1.512552802801e-07
5.0,3.726653172079e-06,1.433328143107e-07
